bert_score,candidate_id,is_same_group,target,eq_clean,level_idx,goal_clean,exercise_id,Base_Lift,Exercise_Name,Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg
0.0013063602382317,1592,0,1,Bodyweight,2,Bodybuilding,1592,Best3BenchKg,Lying Leg Raise,M,27.0,73.7,160.0,107.5,175.0
0.0017061575781553,1515,1,0,Bodyweight,2,Bodybuilding,1515,Best3BenchKg,Leg Raise Floor,M,24.0,74.9,250.0,150.0,275.0
0.0021841819398105,1471,1,0,Machine,2,Bodybuilding,1471,Best3DeadliftKg,Lateral Raise (Machine),M,33.0,75.9,140.0,135.0,230.0
0.0011490467004477,1556,1,0,Machine,2,Bodyweight Fitness,1556,Best3BenchKg,Low-To-High Cable Fly,M,33.0,86.0,170.0,112.5,220.0
0.001286820275709,2027,1,0,Dumbbell,2,Bodybuilding,2027,Best3BenchKg,Rear Delt Fly (Dumbbell),M,38.0,88.3,205.0,192.5,285.0
0.0012071401579305,1626,0,0,Machine,2,Powerlifting,1626,Best3DeadliftKg,Machine Lat Pulldown,M,28.0,89.4,205.0,132.5,240.0
0.0015395135851576,2508,1,0,Bodyweight,2,Powerlifting,2508,Cardio_Core,Sit Ups (Weighted),M,39.0,89.8,210.0,125.0,260.0
0.0013332968810573,1261,0,0,Dumbbell,3,Bodybuilding,1261,Best3DeadliftKg,Incline Curl,M,40.0,99.5,250.0,130.0,250.0
0.0013515600003302,1907,0,0,Bodyweight,2,Fitness,1907,Cardio_Core,Power Skips Distance 20 Yrds,M,16.0,110.0,215.0,117.5,215.0
0.0012472625821828,996,0,0,Bodyweight,2,Bodybuilding,996,Best3DeadliftKg,Front Lever Hold,M,27.0,103.7,260.0,150.0,310.0
0.0014761468628421,308,1,0,Barbell,2,Bodybuilding,308,Best3BenchKg,Behind The Neck Press,M,36.5,134.3,230.0,180.0,250.0
0.0012038486311212,2542,0,0,Machine,0,Bodybuilding,2542,Best3BenchKg,Sled Push,F,34.0,55.6,105.0,57.5,152.5
0.0022734000813215,1517,0,0,Machine,2,Fitness,1517,Best3BenchKg,"Legg Press (12,10,8,6,4)",F,28.0,59.4,120.0,55.0,140.0
0.001438628649339,1583,1,0,Dumbbell,2,Bodyweight Fitness,1583,Best3DeadliftKg,Lying Crucifix Lateral Raise,F,34.0,61.1,120.0,67.5,130.0
0.001171660143882,2976,0,0,Machine,0,Powerbuilding,2976,Best3DeadliftKg,Wide Overhand Pulldown,F,24.0,74.6,137.5,85.0,185.0
0.0012350073084235,2070,1,0,Barbell,2,Bodybuilding,2070,Best3BenchKg,Reverse Cambered Bar Bench Press,F,37.0,69.5,135.0,75.0,190.0
0.0015591295668855,834,1,0,Dumbbell,2,Athletics,834,Best3BenchKg,Dumbbell Shoulder Press,F,14.0,65.0,105.0,62.5,125.0
0.0014792043948546,2002,1,0,Machine,2,Bodybuilding,2002,Best3DeadliftKg,RP Hammer Strength Shoulder Press - Plate Loaded,F,16.0,81.3,107.5,55.0,135.0
0.0011654014233499,2699,0,0,Barbell,0,Athletics,2699,Best3DeadliftKg,Straight Bar Wrist Curl,F,40.0,63.6,90.0,70.0,140.0
0.0016604863340035,20,1,0,Barbell,2,Muscle & Sculpting,20,Best3BenchKg,(CHEST) Decline Barbell Bench Press,F,25.0,58.6,122.5,55.0,140.0
0.0012368452735245,2859,0,0,Bodyweight,2,Bodybuilding,2859,Best3DeadliftKg,Type Writer Pull Up,F,37.0,64.9,92.5,47.5,135.0
0.0011683920165523,2703,1,0,Barbell,2,Powerlifting,2703,Best3DeadliftKg,Straight Leg Deadlift,F,21.0,88.2,182.5,82.5,200.0
0.0017387212719768,1020,0,0,Bodyweight,0,Bodybuilding,1020,Best3BenchKg,Garhammer Raise,M,23.0,86.0,190.0,110.0,200.0
0.0013245170703157,158,0,0,Barbell,0,Powerbuilding,158,Best3SquatKg,Anderson Squat,M,20.0,88.6,135.0,105.0,185.0
0.0013958192430436,1236,1,1,Barbell,2,Bodybuilding,1236,Best3BenchKg,Incline Bench Press (Barbell),M,41.0,97.5,210.0,190.0,240.0
0.0017837628256529,40,1,0,Machine,2,Muscle & Sculpting,40,Best3BenchKg,(SHOULDERS) Seated Iso Shoulder Press,M,32.0,74.1,210.0,147.5,245.0
0.00127807573881,2263,1,1,Machine,2,Bodybuilding,2263,Best3SquatKg,Seated Calf Raise,M,20.0,79.4,205.0,132.5,242.5
0.0014945996226742,2200,1,0,Bodyweight,2,Muscle & Sculpting,2200,Cardio_Core,Run,M,33.0,76.2,187.5,125.0,250.0
0.0011826634872704,1782,0,0,Machine,0,Muscle & Sculpting,1782,Best3DeadliftKg,Overhead Press (Smith Machine),M,36.0,80.1,177.5,120.0,217.5
0.001340884482488,1082,1,1,Dumbbell,2,Bodybuilding,1082,Best3DeadliftKg,Hammer Curl,M,34.0,79.5,142.5,100.0,215.0
0.0012181479251012,2811,0,0,Barbell,0,Powerlifting,2811,Best3DeadliftKg,Trap Bar Shrug,M,37.0,87.4,240.0,160.0,285.0
0.0013374949339777,221,1,0,Bodyweight,2,Athletics,221,Cardio_Core,Band Resisted Steal Starts,M,31.0,87.4,220.0,137.5,240.0
0.0013243810972198,279,0,0,Barbell,2,Powerlifting,279,Best3BenchKg,Barbell Shoulder Press,M,24.0,87.2,220.0,107.5,232.5
0.0011750574922189,1473,1,0,Dumbbell,2,Powerbuilding,1473,Best3DeadliftKg,Lateral Raise Eccentrics,M,29.0,102.4,215.0,180.0,275.0
0.0014057044172659,2099,0,0,Machine,0,Athletics,2099,Best3SquatKg,Reverse Hack Squat,M,26.0,144.1,225.0,137.5,240.0
0.001347814570181,2633,0,0,Machine,0,Powerlifting,2633,Best3SquatKg,Stair Stepper,M,18.0,81.4,175.0,125.0,205.0
0.0012284941039979,1517,0,0,Machine,2,Fitness,1517,Best3BenchKg,"Legg Press (12,10,8,6,4)",M,14.0,70.8,142.5,77.5,150.0
0.0011988290352746,606,1,0,Machine,2,Bodybuilding,606,Best3DeadliftKg,Chin-Up (Assisted),M,16.0,80.7,142.5,80.0,165.0
0.0013520285720005,2010,1,0,Dumbbell,2,Bodybuilding,2010,Best3BenchKg,RP Overhead Triceps Extension,M,21.0,73.2,200.0,110.0,220.0
0.0019136685878038,2872,0,0,Dumbbell,0,Muscle & Sculpting,2872,Best3DeadliftKg,Unilateral Preacher Curl,M,22.0,74.6,180.0,100.0,225.0
0.0017387212719768,1020,0,0,Bodyweight,0,Bodybuilding,1020,Best3BenchKg,Garhammer Raise,M,22.0,81.6,160.0,110.0,180.0
0.0013341129524633,1749,0,0,Machine,0,Bodybuilding,1749,Best3BenchKg,One Arm Reverse Pec Deck,M,23.0,87.2,260.0,177.5,275.0
0.0015478484565392,1471,1,1,Machine,2,Bodybuilding,1471,Best3DeadliftKg,Lateral Raise (Machine),M,21.0,73.2,200.0,110.0,220.0
0.0013165327254682,1422,0,0,Machine,2,Muscle & Sculpting,1422,Best3DeadliftKg,Lat Prayer,M,29.0,73.6,180.0,112.5,215.0
0.0019923590589314,1020,0,0,Bodyweight,0,Bodybuilding,1020,Best3BenchKg,Garhammer Raise,M,23.0,74.4,170.0,107.5,210.0
0.001477847690694,884,0,0,Bodyweight,0,Powerlifting,884,Best3SquatKg,Elevated Heel Squat Holds,M,22.0,82.4,205.0,140.0,255.0
0.0011942220153287,2877,0,0,Machine,0,Athletics,2877,Best3DeadliftKg,Unilateral Tricep Cable Pushdown(Rope),M,24.0,80.9,80.0,150.0,100.0
0.0013345475308597,21,1,0,Dumbbell,2,Muscle & Sculpting,21,Best3DeadliftKg,(CHEST) Flat Dumbbell Bench Press,M,27.0,88.3,282.5,192.5,312.5
0.0012640726054087,2465,0,0,Bodyweight,1,Athletics,2465,Cardio_Core,Single Leg Lateral Broad Jump Ea Leg,M,23.0,87.2,260.0,177.5,275.0
0.0015342821134254,2979,0,0,Barbell,2,Powerlifting,2979,Best3DeadliftKg,Wide Stance Rdl,M,22.0,89.8,230.0,140.0,245.0
0.0014030587626621,592,1,1,Machine,2,Bodybuilding,592,Best3DeadliftKg,Chest Supported Row (Machine),M,24.0,121.8,320.0,175.0,335.0
0.001801990554668,2693,1,0,Machine,2,Bodybuilding,2693,Best3DeadliftKg,Straight Arm Pulldown,M,27.0,122.2,290.0,200.0,260.0
0.0012740963138639,1892,0,0,Bodyweight,0,Powerbuilding,1892,Best3BenchKg,Plyometric Push Ups,F,30.0,57.8,100.0,57.5,145.0
0.0016612998442724,1626,0,0,Machine,2,Powerlifting,1626,Best3DeadliftKg,Machine Lat Pulldown,M,15.0,54.4,100.0,60.0,160.0
0.001540103694424,465,0,0,Machine,0,Muscle & Sculpting,465,Best3BenchKg,Cable Cross Tricep Pushdown,M,24.5,65.7,195.0,112.5,215.0
0.0013582700630649,1360,0,0,Dumbbell,2,Fitness,1360,Best3DeadliftKg,Kettlebell Clean & Press,M,17.0,74.4,160.0,95.0,195.0
0.0013956149341538,1619,0,0,Machine,1,Athletics,1619,Best3SquatKg,Machine Calf Raise,M,18.0,68.3,140.0,75.0,150.0
0.0019288555486127,1782,0,0,Machine,0,Muscle & Sculpting,1782,Best3DeadliftKg,Overhead Press (Smith Machine),M,23.0,77.1,210.0,140.0,260.0
0.0011989984195679,2703,1,0,Barbell,2,Powerlifting,2703,Best3DeadliftKg,Straight Leg Deadlift,M,23.0,77.1,210.0,140.0,260.0
0.0012154023861512,2251,0,0,Dumbbell,3,Bodybuilding,2251,Best3DeadliftKg,Seated Alternating Lateral,M,45.5,81.3,182.5,135.0,210.0
0.0012492475798353,2687,0,0,Machine,0,Athletics,2687,Best3DeadliftKg,Straigh bar - Cable pull down,M,37.0,89.0,220.0,132.5,260.0
0.001109498902224,2649,0,0,Machine,0,Bodybuilding,2649,Best3DeadliftKg,Standing Leg Curl,M,37.5,88.3,190.0,130.0,235.0
0.0012438059784471,496,1,0,Machine,2,Bodybuilding,496,Best3DeadliftKg,Cable Shrugs,M,14.0,93.0,127.5,75.0,150.0
0.0018183344509452,1593,0,0,Machine,0,Powerbuilding,1593,Best3BenchKg,Lying Overhead Tricep Extension (barbell),M,16.0,111.3,100.0,52.5,120.0
0.0012990443501621,2251,0,0,Dumbbell,3,Bodybuilding,2251,Best3DeadliftKg,Seated Alternating Lateral,M,35.0,122.5,240.0,180.0,280.0
0.0011665006168186,2576,0,0,Barbell,2,Bodybuilding,2576,Best3DeadliftKg,Snatch (Barbell),M,22.0,81.8,220.0,157.5,250.0
0.0012655066093429,845,0,0,Dumbbell,0,Powerlifting,845,Best3BenchKg,Dumbbell Underhand Chest Fly,M,22.0,81.8,220.0,157.5,250.0
0.0013426952064037,2175,0,0,Barbell,0,Powerlifting,2175,Best3DeadliftKg,Romanian Deadlifts,F,30.5,51.0,90.0,52.5,112.5
0.001270180218853,25,1,0,Barbell,2,Muscle & Sculpting,25,Best3SquatKg,(GLUTES) Barbell Hip Thrust,F,50.5,51.2,120.0,60.0,150.0
0.0015217263717204,2980,1,0,Bodyweight,2,Athletics,2980,Best3SquatKg,Wide Stance Sumo Squats,F,20.5,51.5,77.5,52.5,110.0
0.0018476595869287,2302,0,0,Machine,1,Bodybuilding,2302,Best3DeadliftKg,Seated Or Lying Hamstring Curl (Swap This Out For Either),F,37.0,51.8,92.5,66.0,125.0
0.0014047572622075,1339,0,0,Bodyweight,0,Muscle & Sculpting,1339,Cardio_Core,Jump Switch Lunge,F,35.5,52.0,87.5,62.5,117.5
0.0012344846036285,1102,0,0,Machine,0,Powerbuilding,1102,Best3DeadliftKg,Hamstring Curl (TRX),F,40.5,54.5,60.0,30.0,125.0
0.0014289639657363,1471,1,1,Machine,2,Bodybuilding,1471,Best3DeadliftKg,Lateral Raise (Machine),F,31.5,56.1,92.5,55.0,150.0
0.0013228649040684,2002,1,0,Machine,2,Bodybuilding,2002,Best3DeadliftKg,RP Hammer Strength Shoulder Press - Plate Loaded,F,31.5,56.4,100.0,85.0,142.5
0.0025530643761157,1471,0,0,Machine,2,Bodybuilding,1471,Best3DeadliftKg,Lateral Raise (Machine),F,31.5,62.8,102.5,50.0,135.0
0.0013975601177662,2302,0,0,Machine,1,Bodybuilding,2302,Best3DeadliftKg,Seated Or Lying Hamstring Curl (Swap This Out For Either),F,25.0,71.9,102.5,72.5,135.0
0.0013510283315554,1083,1,0,Machine,2,Bodybuilding,1083,Best3DeadliftKg,Hammer Curl (Cable),F,27.5,76.8,140.0,70.0,167.5
0.0012217824114486,764,0,0,Bodyweight,2,Bodybuilding,764,Best3BenchKg,Deficit Handstand Push Up,F,34.5,78.3,142.5,60.0,170.0
0.0012044500326737,2261,0,0,Machine,0,Powerbuilding,2261,Best3DeadliftKg,Seated Cable Row,F,26.5,89.0,137.5,75.0,150.0
0.0013276730896905,2140,0,0,Bodyweight,0,Powerbuilding,2140,Best3DeadliftKg,Ring Lat Pull,F,30.5,98.8,160.0,75.0,185.0
0.0013643959537148,3008,1,1,Dumbbell,2,Bodybuilding,3008,Best3BenchKg,Y Raise,F,19.5,117.9,180.0,80.0,220.0
0.0013532030861824,465,0,0,Machine,0,Muscle & Sculpting,465,Best3BenchKg,Cable Cross Tricep Pushdown,M,20.5,53.4,127.5,85.0,180.0
0.0013017273740842,1063,0,0,Barbell,1,Bodybuilding,1063,Best3BenchKg,Guillotine Press,M,27.5,63.8,180.0,110.0,215.0
0.0014013876207172,166,0,0,Bodyweight,0,Powerlifting,166,Best3BenchKg,Archer Push Up,M,41.5,64.4,170.0,110.0,210.0
0.001232371549122,2974,0,0,Machine,0,Powerbuilding,2974,Best3DeadliftKg,Wide Neutral Pulldown,M,51.5,64.7,120.0,92.5,150.0
0.0012422259896993,407,0,0,Bodyweight,0,Muscle & Sculpting,407,Best3BenchKg,Bodyweight Triceps Extension,M,19.5,64.9,150.0,82.5,200.0
0.0014601544244214,1422,1,0,Machine,2,Muscle & Sculpting,1422,Best3DeadliftKg,Lat Prayer,M,36.5,65.9,185.0,97.5,271.0
0.001263603917323,1348,0,0,Bodyweight,0,Muscle & Sculpting,1348,Best3SquatKg,Kas Glute Bridge,M,17.5,71.6,165.0,95.0,200.0
0.0014307019300758,2301,0,0,Machine,0,Bodyweight Fitness,2301,Best3DeadliftKg,Seated Military Press (smith Machine),M,26.5,72.1,180.0,125.0,205.0
0.001501748105511,1438,1,0,Machine,2,Powerbuilding,1438,Best3DeadliftKg,Lat Pulldown Machine,M,21.0,72.8,233.0,130.0,260.0
0.0017193561652675,1557,0,0,Machine,0,Powerbuilding,1557,Best3BenchKg,Low-to-High Cable Fly,M,51.5,73.2,150.0,95.0,190.0
0.0012235904578119,2508,1,0,Bodyweight,2,Powerlifting,2508,Cardio_Core,Sit Ups (Weighted),M,34.5,73.4,202.5,142.5,235.0
0.0012574233114719,1215,0,0,Bodyweight,0,Powerbuilding,1215,Best3DeadliftKg,Hollow Body Pullups,M,22.5,73.7,202.5,152.5,235.0
0.0011405731784179,1127,1,0,Bodyweight,2,Bodybuilding,1127,Cardio_Core,Hanging Toes To Bar,M,22.5,73.9,185.0,117.5,215.0
0.0016004197532311,2736,1,1,Bodyweight,2,Bodybuilding,2736,Cardio_Core,Superman,M,26.5,79.9,155.0,130.0,210.0
0.0012921461602672,626,1,0,Machine,2,Bodybuilding,626,Best3DeadliftKg,Close Grip Bench Press (Smith Machine),M,17.5,81.0,175.0,130.0,222.5
0.0023696909192949,2703,1,0,Barbell,2,Powerlifting,2703,Best3DeadliftKg,Straight Leg Deadlift,M,71.0,81.4,150.0,85.0,180.0
0.0012753619812428,2403,1,1,Machine,2,Bodybuilding,2403,Best3DeadliftKg,Single Arm High Row (Cable),M,24.0,82.3,225.0,142.5,260.0
0.0013098743511363,2697,1,0,Machine,2,Powerbuilding,2697,Best3DeadliftKg,Straight Bar Cable Extensions,M,23.0,82.6,187.5,102.5,250.0
0.0014569461345672,990,1,0,Bodyweight,2,Bodybuilding,990,Best3SquatKg,Front Foot Elevated Lunge,M,60.0,90.0,162.5,137.5,215.0
0.0013176974607631,2649,0,0,Machine,0,Bodybuilding,2649,Best3DeadliftKg,Standing Leg Curl,M,34.5,91.9,260.0,180.5,275.0
0.0014267314691096,2863,0,0,Barbell,2,Powerbuilding,2863,Best3DeadliftKg,Underhand Row,M,48.0,92.1,210.0,142.5,230.0
0.0014534933725371,654,1,0,Bodyweight,2,Bodybuilding,654,Cardio_Core,Copenhagen Plank,M,22.5,92.6,240.0,180.0,245.0
