candidate_id,exercise_name,equipment_golden
224,Band Shoulder Rotations,Bands
859,Dynamic Med Ball Rotational Toss,Other
1729,Oblique Twists,Bodyweight
2906,WALKOUT SQUAT,Bodyweight
2752,TNF Row (upper Back),Dumbbell
1334,Jesus Curl,Machine
891,Elevated skier Squat,Bodyweight
94,90-90s,Other
551,Cat Cow and T-Spine Rotation,Other
1937,Pronation,Other
1485,Lateral band walk,Bands
1316,Iso Low Row,Machine
2719,Suitcase Carry March,Dumbbell
1293,Incline Rear Shrug,Dumbbell
1379,Knee Hug - In Place (reps per leg),Other
2798,Toe Yoga,Other
933,Flat Chest Press,Dumbbell
2031,Rear Delt Fly Unilateral,Machine
2477,Single Leg Seated Calf Raise,Machine
1284,Incline Lat Raise,Dumbbell
2851,Tube Walk,Bands
1607,MCGILL BIG 3,Other
582,Chest Supported Low Row,Machine
168,Arm Circle,Other
3003,Wrist Rotations,Other
1657,Med Ball Soccer Toss,Other
1125,Hanging Oblique Knee Raise,Bodyweight
969,Forearm Internal Rotation,Other
1942,Prone Y Raise,Bodyweight
141,Agility Ladder,Cardio
109,AD Press,Dumbbell
2526,Skull Crusher (EZ-Bar),Barbell
230,Banded Ankle Mobilizations,Bands
1095,Hammer Squat Lung Calf Raises,Machine
2066,Reverse Bicep Curl (EZ Bar),Barbell
146,Alternating Bounds,Cardio
347,Bent Over Calf Raises,Bodyweight
1182,Hip Adduction,Machine
702,Cycling Intervals,Other
1757,One Legged Bounds,Cardio
392,Bird-dog,Other
1650,Med Ball Chest Pass,Other
1600,Lying Toes To Bar,Bodyweight
1587,Lying Incline Curl,Barbell
1700,Neck Extension (Banded Or Plate),Bands
2249,Seal Row,Barbell
253,Banded Pull Apart,Bands
454,Butterfly Maschine,Machine
2588,Special Finisher,Other
1912,Preacher Curl,Barbell
1770,Overhead Extension - Partial,Dumbbell
417,Bottom-2/3 Constant Tension Preacher Curl,Barbell
1774,Overhead Pin Press,Barbell
1751,One Arm Row (Dumbell),Dumbbell
808,Dual Handle Elbows Out Row,Dumbbell
1702,Neck Harness,Other
2439,Single Hand Kickback,Dumbbell
1522,Light Hammer,Dumbbell
2884,Upper Pull Accessory 1,Other
2618,Squat Heel Elavates,Bodyweight
299,Bear Hug,Other
608,Chin-Up (Weighted),Bodyweight
2378,Side Lunge,Bodyweight
1685,Moving Event,Other
1653,Med Ball Shot Toss,Other
187,BFR Bicep Curl,Dumbbell
2988,Wood Chop (Resistance Band),Bands
656,Core,Other
1758,Open Stone,Other
662,Cossack Squats (Weighted),Bodyweight
2500,Single-arm Sideways Sit Reverse Pec-Dec,Machine
1391,Kneeling Lunge Stretch,Other
2109,Reverse Lunges,Bodyweight
2282,Seated Front Raise,Dumbbell
2932,Way Bent Over Row,Barbell
2955,Weighted Walk,Other
1760,Optional Lower Body Accessory 1,Other
119,Ab Rollout,Bodyweight
1326,Jacknifes,Bodyweight
2083,Reverse Grip Bench,Barbell
571,Chest Pull Over,Dumbbell
1483,Lateral Squat - Low Alternating (reps per leg),Bodyweight
2801,Towel Forearm Hold (Optional),Bodyweight
2255,Seated Bicep Curl,Dumbbell
3013,Yoga,Other
1393,Kneeling Med Ball Rotational Toss,Other
943,Flex - Horizontal Push (Placeholder),Other
1805,Partial Chin-Up,Bodyweight
2869,Unilateral Lat Focused Row,Machine
1743,One Arm Overhead Carry with March,Dumbbell
125,Abdominal Exercise 1,Other
1997,RP DB Drag Curl,Dumbbell
1221,Hyperextension (Glute Focus),Bodyweight
602,Child'S Pose,Other
342,Bench T-Spine Stretch,Other
2473,Single Leg RDL,Bodyweight
2532,Slant Board Calf Stretch,Other
1456,Lateral Line Hops,Cardio
2266,Seated DB Shoulder Press,Dumbbell
2866,Undershoot,Other
1194,Hip Flexor,Other
2156,Ring Triceps Extensions,Bodyweight
2616,Squat (Paused),Bodyweight
907,Ez-Bar Skull Crusher,Barbell
2138,Ring Inverted Row,Bodyweight
2669,Static Hold,Other
1286,Incline Neutral Press DB,Dumbbell
2504,Sissy Squat Weighted,Bodyweight
1551,Low Row,Machine
1932,Press/Push/Jerk Complex,Barbell
2232,Sandbag Squat,Bodyweight
2647,Standing Hip Flexor March,Bands
1658,Med ball slam and lateral throw,Other
1198,Hip Flexor Stretch,Other
314,Behind-The-Back Shrug,Barbell
1567,Lu raises,Dumbbell
2188,Rotator Cuff,Bands
1707,Neck Work,Other
1307,Internal/External Shoulder Rotation (Lying),Other
670,Cross Body Lateral,Machine
1838,Pike Pushup,Bodyweight
2101,Reverse Hamstring Curls,Bodyweight
192,Backsquat,Barbell
1887,Platz Squat,Barbell
2014,RP SportsArt Triceps Extension,Machine
2533,Slant Board Situp,Bodyweight
699,Customisable Row,Dumbbell
2183,Rope/ Towel Ups,Bodyweight
1330,Janicki Fly,Dumbbell
2191,Rotator Cuff Pull Overs,Machine
80,45 Degree Extension,Bodyweight
628,Close Grip Chest Press,Barbell
441,Bulgarian split squat,Bodyweight
2698,Straight Bar Lat Extension,Machine
2512,Six Ways,Dumbbell
369,Bicep Curl Of Choice (Swap This Out For A Listed Exercise),Dumbbell
2229,Sandbag Shoulder,Other
896,Eugene Curls,Other
1727,Oblique Roman Chair With Weight,Bodyweight
1179,Hip Abduction,Bodyweight
1543,Loop band row,Bands
2980,Wide Stance Sumo Squats,Bodyweight
857,Dumbell Wide curl,Dumbbell
752,Decline Skull Crushers,Barbell
1668,Menno Curls,Other
1094,Hammer Single Arm Preacher Bench,Dumbbell
2716,Strict Curl,Barbell
1202,Hip Thrust,Barbell
870,EZ Bar Skullcrushers,Barbell
1881,Plate Pinch,Barbell
3043,crow pose,Bodyweight
1195,Hip Flexor Bounce,Bodyweight
248,Banded Hip Distraction,Bands
2130,Ring Ab Rollout,Bodyweight
2340,Shadow Kick Boxing,Other
2763,Tate Press,Dumbbell
1738,One Arm Bent Over Row,Dumbbell
2370,Shuttle Run,Cardio
3001,Wrist Radial Deviation,Other
1800,Pallof Press Holds,Bands
114,ATG Split Squat,Bodyweight
778,Diamond Pushups,Bodyweight
2379,Side Lying Clam (Plate),Bodyweight
393,Birddogs,Other
375,Bicep Stretch,Other
1204,Hip Thrust (Band),Bands
2496,Single-Leg Squats,Bodyweight
1426,Lat Pullaround,Machine
215,Band Lateral Walk,Bands
849,Dumbell Incline Shrugs,Dumbbell
1647,Meadows Row,Barbell
2777,Terminal Knee Extensions (TKEs) w/ band,Bands
2117,Reverse Row,Bodyweight
2330,Seated alternating Dumbell Bicep Curl,Dumbbell
575,Chest Supported Curl,Dumbbell
1672,Middle Back Rows,Barbell
1290,Incline Rear Delt Flye,Dumbbell
3036,ab wheel weighted,Bodyweight
55,10km Row,Cardio
1001,Front Raise (Arm Behind You),Dumbbell
121,Ab Train To Failure,Other
128,Abs,Other
1146,Heels Elevated Squat,Bodyweight
2356,Shoulder Rotation,Other
3000,Wrist Pronation,Other
2841,Tricep Tate Press,Dumbbell
2076,Reverse Dumbell Fly,Dumbbell
865,Dynamic Warm Up,Other
1350,Keenan Flap,Other
2446,Single Leg Broad To 90,Cardio
1382,Knee Raise (Weighted),Bodyweight
2082,Reverse Forearm Curls,Barbell
1459,Lateral Med Ball Slam,Other
890,Elevated Wrist Stretch Holds,Other
3055,stones over podium,Other
2219,Sandbag Carry,Other
695,Curtsy Lunge,Bodyweight
2918,Wall Angel,Other
912,Face Pull (No Hands),Machine
635,Close Grip Palm Out Bicep Pull Down,Machine
1315,Iso Hold Band Curl,Bands
1354,Kelso Shrug/Incline Row,Dumbbell
2332,Secondary Hold,Other
799,Double-Leg Stretch,Other
2276,Seated Face Pull,Machine
1376,Kipping,Other
169,Arm Hauler,Other
2853,Turkish Get-Ups,Dumbbell
2234,Sandbag To Shoulder,Other
2074,Reverse Curls,Barbell
2139,Ring Knee Tucks,Bodyweight
1784,Overhead Rope Extension,Machine
1526,Light Weight For Distance,Other
1345,KB Around The World,Other
1400,Kneeling Windmill Press,Dumbbell
223,Band Scarecrows,Bands
589,Chest Supported Row (12-15),Dumbbell
2216,Sandbag Bear Hug Lunge,Other
1641,Martial Arts,Other
170,Arm-Out SingleArm DB Row,Dumbbell
944,Flex - Single Leg Compound (Placeholder),Other
1295,Incline Row DB,Dumbbell
1222,Hyperextension (Weighted),Bodyweight
804,Dragon Fly,Bodyweight
2832,Tricep Pressdown,Machine
1720,OHP Pin Press,Barbell
3007,Wrist Weights,Other
47,1 Arm Lat Pullin,Machine
1140,Heel Slides,Other
2619,Squat Pin Presses,Barbell
2247,Scissors For Abs,Bodyweight
2520,Skull Crusher,Dumbbell
2193,Row,Machine
2202,Running In Place Toe Tap Air Touch,Cardio
1131,Heavy Bag / Shadow Boxing,Other
88,6 Ways,Other
1216,Hollow Hold,Bodyweight
1149,Hex Press,Dumbbell
2785,Tibia Raise,Bodyweight
2844,Triceps Extension (Straight Bar),Machine
152,Alternating Lateral Ball Slams,Other
428,Bradford Press,Barbell
2395,Single Arm Bicep Curl,Dumbbell
964,Forearm Curl Straight Bar,Barbell
2401,Single Arm Farmer Carry,Dumbbell
1481,Lateral Shuffle With Ball Toss,Other
1677,Mini Band - Walking,Bands
2121,Reverse Wrist Curl,Dumbbell
2857,Twists,Bodyweight
2217,Sandbag Bent-Over Row,Other
2149,Ring Rack Chins,Bodyweight
2792,Tire Slams,Other
1186,Hip Airplanes,Other
693,Curtesy Step Up,Bodyweight
1732,Offset Carry,Other
2314,Seated Shoulder Press,Dumbbell
970,Forearm Raise,Other
566,Chest Press (Resistance Band),Bands
966,Forearm Finger Curl Pronated (Optional),Barbell
1520,Lift From The Lap To Chest Height (Vertical Method 1),Other
963,Forearm Curl,Dumbbell
714,Dead Hang For Time,Bodyweight
416,Bottom Half Standing Calf Raise,Bodyweight
1693,Nautilus Single Arm Curl,Machine
548,Cartwheel,Other
737,Decline Chest Press,Machine
2718,Suitcase Carry,Dumbbell
631,Close Grip Elevated Pushups,Bodyweight
3014,Yoga (Stretching Routine),Other
1773,Overhead PVC Pass-Throughs,Bodyweight
1523,Light Jog,Cardio
435,"Bulgarian Split Squat (12,10,8,6,4/Per Leg)",Bodyweight
2436,Single Arm Tricep Press down,Machine
59,1km Run (4/3),Cardio
1882,Plate Raise,Barbell
2963,Wide Grip Chest Press,Barbell
570,Chest Press-Around,Machine
1529,Linear Accelerations - 30 Yards Moderate/ 10 Yards Max,Other
1746,One Arm Press,Dumbbell
2009,RP Nautilus Chain Fed Decline Press,Machine
1159,High Incline DB Press,Dumbbell
914,Face Pull (Rotator Cuff),Machine
289,Barefoot Mobility,Other
757,Deep Split Squats (Weighted),Bodyweight
414,Bosu Squat,Bodyweight
885,Elevated Pigeon Stretch,Other
1477,Lateral Short Shuffle,Cardio
2972,Wide Grip Tricep Push Down,Machine
1642,Massive Curls,Other
802,Drag Curls,Barbell
2235,Sandbag carry,Other
2375,Side Extension,Bodyweight
2704,Straight Leg Shuffle 20 Yrds,Cardio
221,Band Resisted Steal Starts,Bands
2390,Side-Lying Hip Abduction,Bodyweight
1662,Medicine Ball Hook,Other
550,Cat Cow Stretch,Other
692,Curl-Up,Bodyweight
2215,Sandbag Bear Hug Carry (3 Sets),Other
453,Butterfly DB,Dumbbell
3015,Yoga Bridge,Other
1351,Keenan Pullover Sagital,Machine
3016,Yoke,Barbell
542,Cardio (LISS),Cardio
663,Couch Stretch,Other
2244,SchräGbankdrüCken,Barbell
603,Child'S Pose Strech,Other
742,Decline Dumbell Scullcrusher,Dumbbell
772,Deficit Row,Barbell
1652,Med Ball Rotational Toss,Other
1017,GH Situp,Bodyweight
2048,Rest 2 To 3 Minutes,Other
960,Foam Rolling,Other
2342,Shiko,Other
1217,Hollow Rock,Bodyweight
1692,Nautilus Inspriation Row (Wide-Grip),Machine
2195,Row Between Chairs,Bodyweight
1291,Incline Rear Delt Raises,Dumbbell
2594,Speed Squat,Bodyweight
2051,Rest Pause - Chest Isolation (Placeholder),Other
647,Competition Squat,Bodyweight
2900,VO2 Max Intervals,Other
1919,Preacher Curl (Plate Loaded),Machine
442,Bulgarien Split Sqauts,Bodyweight
1521,Light Cardio,Cardio
2525,Skull Crusher (EZ bar),Barbell
1586,Lying Hamstring Curl,Machine
2277,Seated Flexion Row,Machine
1019,GHR’s,Bodyweight
2376,Side Knees To Elbows,Bodyweight
913,Face Pull (Paused),Machine
293,Batwing Row,Dumbbell
1605,M Drill,Other
1614,Mace Ball Uppercut,Other
2458,Single Leg Glute Bridge,Bodyweight
1733,Omni Press,Machine
1670,Mercy 30 Curls,Barbell
2162,Rollouts,Bodyweight
1163,High Knee Butt Kick Run 15 Yards,Cardio
2597,Spider Front Raises,Dumbbell
2814,Tree Pose,Other
1318,Iso-lateral Low Row,Machine
1491,Leaning Overhead Extension,Machine
981,French Press,Barbell
1304,Incline dumbell row,Dumbbell
1274,Incline Dumbell Press,Dumbbell
1925,Preacher Death Curls,Barbell
1659,Medicine Ball Chest Pass,Other
1998,RP Flat Hammer Chest Press,Machine
790,Donkey Kick (Strap Band),Other
2329,Seated Wrist Curls (12-15),Barbell
79,45 Degree Back Raise,Bodyweight
2040,Reserve Fly,Dumbbell
2783,Tib Raise,Other
2150,Ring Rear Delt Flies,Bodyweight
2335,Select Your Pressdown (Swap This Out For A Listed Exercise),Other
1644,Max - Squat/Hinge (Placeholder),Other
562,Chest Press,Machine
1835,Pigeon Stretch with Thoracic Rotation,Other
2089,Reverse Grip Decline Pushup,Bodyweight
1059,Grip Hold,Other
172,Arms Behind Back Shoulder Stretch,Other
2325,Seated Triceps Press,Dumbbell
364,Bicep Curl (EZ Bar),Barbell
580,Chest Supported Incline Shrug,Dumbbell
1030,Glute Bridge Hold,Bodyweight
2242,Scapular Wall Slides,Other
892,Elliptical,Cardio
2789,Tibialis Raise,Bodyweight
1144,Heel-to-Toe Walk,Other
1701,Neck Flexion,Other
2223,Sandbag Getup To Shoulder Carry,Other
708,DB Wrist Extensions,Dumbbell
2854,Turning Kicks ( MMa),Other
2320,Seated Straight Row - Hammer Strength,Machine
1718,Nordic Curl,Bodyweight
115,Ab Coaster,Machine
1832,Peterson Step-Ups,Other
1766,Overhead Chest Press,Dumbbell
2057,Rest Pause - Triceps Isolation (Placeholder),Other
1826,Pelican Curl,Bodyweight
1983,Pushup With Rotation,Bodyweight
1944,Prowler Push,Bodyweight
2712,Strength - Quad Compound (Placeholder),Other
2812,Trapbar High Pull,Barbell
2964,Wide Grip Chest Supported Row,Machine
2380,Side Lying Hip Abduction,Bodyweight
1465,"Lateral Pull Down, Mid Twisted Grip",Machine
919,Fartlek Workout,Other
1756,One Leg Jack Knife,Bodyweight
2664,Standing Single Leg Calf Raise,Bodyweight
359,"Bicep Curl (12,10,8,6,4)",Dumbbell
2747,T Bar Rows,Barbell
1730,Oblique twist,Bodyweight
2743,Swan Dive,Bodyweight
193,Backward Run,Cardio
965,Forearm External  Rotation,Other
2411,Single Arm Lat Pullover,Machine
918,Farmer’s Walk For Time,Dumbbell
1395,Kneeling Med Ball Single Arm Pass,Other
188,Back Extension,Bodyweight
657,Core Sliders,Other
597,Chest Supported T Bar Row,Machine
2919,Wall Angels,Other
1694,Neck Circles,Other
3010,Y T W's (Incline Bench),Dumbbell
2656,Standing Pec Fly,Machine
1038,Glute Hyperextension,Bodyweight
2905,Viking Press,Machine
78,40m-200m,Other
877,Elastic Exercise Glutheus Min/Med.,Bands
2779,Thoracic Spine Foam Rolling,Other
73,30m Sprint,Cardio
2633,Stair Stepper,Machine
2627,Squats (Pin),Machine
1225,ISO Low Row,Machine
2910,Walking Lunge,Bodyweight
1016,Full-Body Mobility Routine 8 (Follow Along),Other
1715,Neutral Grip Row,Machine
2192,Round Off,Other
3006,Wrist Ulnar Deviation,Other
2213,Sandbag  Press,Other
2327,Seated Twists,Other
1121,Hanging Knee Raises,Bodyweight
176,Around The World,Dumbbell
1904,Power Jerk,Barbell
1705,Neck Side Curl,Other
614,Clap Pushups,Bodyweight
853,"Dumbell Row (12,10,8,6,4/Per Arm)",Dumbbell
2257,Seated Bike,Machine
2990,Workout,Other
1608,MEOW MEOW,Other
163,Any Press,Other
1011,Full-Body Mobility Routine (Follow Along),Other
2110,Reverse Medicine Ball Throw,Other
1109,Hand Release Push,Bodyweight
2072,Reverse Curl,Barbell
2016,Rack Chins,Bodyweight
2013,RP Seated Hamstring Curls,Machine
2686,Stir The Pot,Other
1540,Long rope standing overhead ext,Machine
1812,Patrick Step,Bodyweight
1041,Glute Med Kickback,Machine
1829,Pendulum Squat,Machine
1213,Hip abduction,Other
1594,Lying Paused Rope Face Pull,Machine
1201,Hip Raise,Bodyweight
350,Bent Over Reverse Fly,Dumbbell
1989,Quarter Arc Runs,Other
72,300m Row,Cardio
3017,Yoke Carry,Barbell
1615,Mace Work,Other
1451,Lateral Ground Starts 10 Yards,Other
855,Dumbell Squat Raises,Dumbbell
2418,Single Arm Preacher Curl,Dumbbell
652,Conditioning Circuit,Other
1894,Pogo Hop,Bodyweight
1403,L-Sit Hold On Parallettes,Bodyweight
2155,Ring Triceps Extension,Bodyweight
1012,Full-Body Mobility Routine 3 (Follow Along),Other
2985,Wirst Forearm Curl,Barbell
71,3-Way Shoulder Raise,Dumbbell
2803,Trap 3 Raise,Dumbbell
1300,Incline Tricep Power Bomb,Dumbbell
213,Band Fly,Other
456,Butterfly Stretch,Other
611,Clamshells,Bands
1967,Pullover Press,Barbell
264,Bar Skull Crusher,Barbell
1177,Hight To Low Woodchoppers,Other
189,Back Extension (Weighted),Bodyweight
1457,Lateral Lunge,Bodyweight
937,Flat Laying Db Curl,Dumbbell
1325,JM-Skull Crush,Barbell
2670,Stationary Bike,Machine
1003,Front Raise (Palms Up),Dumbbell
876,Egyptian Lat Raise,Machine
2322,Seated Tibialis Raise,Machine
256,Banded Shoulder Extensions,Bands
58,1km Run,Cardio
1130,Heavy Bag,Other
1643,Max - Bench/Press,Barbell
1754,One Leg Calf Raises,Bodyweight
2041,Resistance Band Chest Fly,Bands
2036,Rear Foot Elevated Split Squat,Bodyweight
56,120m Sprint,Cardio
1043,Glute-Ham Raise,Bodyweight
2509,Sitting French Curl,Barbell
659,Cossack Squat,Bodyweight
212,Band Face Pull,Bands
1645,Meadow Row,Barbell
679,Crossover Run 10 Yards,Cardio
675,Cross-Body Lat Pull-Around,Machine
2787,Tibialis,Other
143,Air Cycling,Bodyweight
383,Bike Erg,Cardio
2766,Tempo Bulgarian Splits Squats,Bodyweight
234,Banded Baseball Complex,Other
2641,Standing Calf Raise,Bodyweight
2957,Weighted Wide Grip Pullups,Bodyweight
2958,Weighted Wrist extension,Dumbbell
866,Dynamic Warm-up,Other
294,Bayesian Curl,Machine
1098,Hammer Strength Chest Press,Machine
1401,Kroc Row,Dumbbell
2413,Single Arm Overhead Ext (Dumbell),Dumbbell
1943,Prowler Pull,Machine
1987,Quadruped T-Spine Rotations,Other
153,Alternating Linear Pogos 10 Yards,Other
543,Cardio (Zone 2),Other
2321,Seated T-Spine Rotations w/ PVC,Other
2194,Row (Band),Bands
1180,Hip Abduction (Band),Bands
2290,Seated Incline Press,Dumbbell
927,Fire Hydrant (Band),Bands
2182,Rope Pullover,Machine
945,Flex - Triceps (Placeholder),Other
1327,Jaegar Bands Warmup,Other
916,Facepulls,Machine
1531,Liu Raise,Other
2511,Sitting Hamstring Stretch,Other
2615,Squat (Low Bar),Barbell
226,Band Static Trunk Circuit,Bands
2797,Toe Touch,Other
53,100m Row,Cardio
1840,Pillar Bridge (hold),Bodyweight
697,Curtsy Lunge Weighted,Bodyweight
585,Chest Supported Rear Fly,Dumbbell
452,Butt Kicks,Other
2343,Short Foot Exercise,Other
707,DB Reverse Lunges,Bodyweight
432,Broomstick Twist,Barbell
2611,Squat,Bodyweight
872,Easy Curl Bent-Over Row,Barbell
871,EZ Bar Upright Row,Barbell
1065,Guillotine press,Barbell
2711,Strength - Horizontal Push (Placeholder),Other
66,21s (EZ Bar),Barbell
915,Facepull,Machine
2114,Reverse Pecdec Fly,Machine
451,Butt Kick Run 10 Yrds,Cardio
2553,Slow Eccentric Sissy Squats,Bodyweight
1590,Lying Knee Raise,Bodyweight
791,Donkey Kicks,Bands
983,Frog Pump,Bodyweight
2211,Safety Bar Squat,Barbell
2008,RP Military Press,Barbell
2632,Stair Master,Cardio
920,Fat Grip Hold,Other
411,Bosu Ball Squats,Bodyweight
2815,Triangle Pose,Other
3047,inner thigh,Other
694,Curtsy Lounge,Bodyweight
1636,Main Hold,Other
1466,"Lateral Pullover, Rope",Machine
100,90/90 Stretch Legs Crossed,Other
1706,Neck Tilts,Other
1964,Pullover (EZ Bar),Barbell
2746,Swiss Bar Bench,Barbell
1317,Iso-lateral High Row,Machine
1126,Hanging Shoulder Rotations,Dumbbell
906,Ez Bar Skullcrusher,Barbell
1404,L-Sit Holds,Bodyweight
879,Elephant Walk,Other
1824,Pec Stretch,Other
38,(SHOULDERS) Rear Delts Fly,Dumbbell
942,Flex - Horizontal Pull (Placeholder),Other
1347,KOT Calf Raise,Bodyweight
1736,One Arm  Pullup Test,Bodyweight
1830,Penguins 🐧,Other
972,Forearm Shit,Other
956,Fly (Chain),Other
1266,Incline Dumbbel Curl (Low Bench),Dumbbell
2753,TRICEPS,Other
245,Banded Glute Activation,Bands
3002,Wrist Roller,Other
1158,High Incline DB Bench,Dumbbell
2108,Reverse Lunge-Foot Evelated,Bodyweight
2887,Upper Push Accessory 2,Other
344,Bent Knee Standing Calf Raise,Bodyweight
861,Dynamic Med Ball Soccer Toss,Other
1752,One Arm Tricep Pressdown,Machine
1377,Klokov Press,Barbell
1313,Is Ys Ts Ws,Other
759,Deep Squat Hold With Rocking,Bodyweight
202,Ball Ab Lifts,Bodyweight
2482,Single Leg Squat With Bench,Bodyweight
2389,Side-Lying Clamshells,Bands
986,Front / Side Raises,Dumbbell
103,A Skip,Other
2135,Ring Face Pull,Bodyweight
1004,Front Shrug,Other
2625,Squat With Chains,Barbell
2341,Sheaf Throw,Other
700,Cycling,Cardio
1478,Lateral Shuffle,Cardio
0,[PAD],Other
2517,Skier Rows,Cardio
1319,Isolation Work (Optional),Other
122,Ab Wheel,Bodyweight
2226,Sandbag Press,Other
415,Bottom Half DB Fly,Dumbbell
1381,Knee Raise (Captain's Chair),Bodyweight
2646,Standing Ez-Bar Curl,Barbell
2862,Underhand Pull-down biceps,Machine
1930,Press Around,Machine
1555,Low-Intensity Cardio,Cardio
2891,V Bar Over Head Extension,Barbell
1804,Partial Calf Raise,Bodyweight
854,Dumbell Skullcrusher,Dumbbell
977,Frame Carry,Machine
1021,Garhammer Raises,Bodyweight
2925,Wall Tib Raise,Bodyweight
946,Flexion Row,Barbell
1900,Powell Raise,Dumbbell
309,Behind The Neck Press (Seated),Barbell
1120,Hanging Knee Raise,Bodyweight
962,Forearm,Other
211,Band Extensions,Other
588,"Chest Supported Row (12,10,8,6,4)",Dumbbell
2199,Rucking,Other
1532,Load To Height,Other
1093,Hammer Preacher Curl (Dumbell),Dumbbell
217,Band Pull Apart,Bands
2694,Straight Arm Push down,Machine
1033,Glute Bridges With Resistance Band,Bands
2159,Roll Up,Bodyweight
1164,High Knee Run 10 Yrds,Cardio
2225,Sandbag Highpull,Other
310,Behind The Neck Pullups,Bodyweight
1654,Med Ball Side Slam,Other
1424,Lat Press Down,Machine
1637,Main Hold 2,Bodyweight
76,400m Row,Cardio
1122,Hanging Lat Stretch,Bodyweight
2790,Tibialis Raises,Bodyweight
1157,High Incline Chest/Shoulder Press,Machine
2420,Single Arm Preacher Curls,Dumbbell
155,Alternating Lunge with Rotation,Bodyweight
2198,Ruck March,Other
178,Assault Bike,Cardio
1445,Lateral Alternating Bounds,Cardio
2059,Rest Pause - Vertical Push (Placeholder),Other
3005,Wrist Supination,Dumbbell
1111,Hand Stand,Bodyweight
1211,Hip Thrust DB,Bodyweight
1565,Lu Raise,Other
1765,Overhead Carry,Other
118,Ab Roller,Bodyweight
1387,Kneeling Band Twists,Bands
2303,Seated Overhead Extension (EZ Bar),Barbell
2112,Reverse Pec Dec,Machine
2427,Single Arm Rear Delt Fly,Dumbbell
1682,Monster Walks,Bands
3012,Yates Row,Other
534,Calf Raise Sumo,Bodyweight
